,carat,cut,color,clarity,depth,table,x,y,z,price
22893,0.91,Premium,J,SI1,62.8,59,6.19,6.14,3.87,2905
22894,1.5,Very Good,F,VS2,62.6,59,7.22,7.31,4.55,12870
22895,1.58,Ideal,I,VS2,61.4,55,7.49,7.55,4.62,10197
22896,0.38,Ideal,F,VS2,62,56,4.63,4.66,2.88,800
22897,0.39,Ideal,E,VS2,61.4,55,4.76,4.81,2.94,734
22898,2.1,Very Good,I,SI2,60.6,60,8.29,8.33,5.04,12612
22899,1.07,Ideal,F,SI1,61.9,56,6.55,6.61,4.07,5264
22900,0.71,Ideal,H,VS1,61.6,57,5.74,5.79,3.55,2175
22901,0.5,Ideal,H,SI2,62.3,56,5.14,5.09,3.19,1119
22902,0.73,Premium,H,SI1,62.2,57,5.8,5.77,3.6,2107
22903,1.11,Very Good,H,SI1,61.9,58,6.63,6.65,4.11,5780
22904,0.51,Ideal,E,VS2,62.6,55,5.08,5.11,3.19,1656
22905,1.23,Premium,F,SI2,59.9,58,7.02,6.96,4.19,5841
22906,0.5,Good,E,SI2,63.2,61,5.02,5.05,3.18,1000
22907,0.34,Ideal,H,VVS1,62.3,54,4.46,4.5,2.79,722
22908,0.7,Fair,G,VS2,64.4,56,5.64,5.57,3.61,2657
22909,0.52,Ideal,E,VS2,61,55,5.2,5.26,3.19,1651
22910,1.05,Premium,G,VS2,61.8,58,6.59,6.52,4.05,6181
22911,0.9,Very Good,F,SI2,63.4,59,6.07,6.11,3.86,3605
22912,0.53,Ideal,D,VS2,61.7,55,5.21,5.23,3.22,1857
22913,1.01,Good,G,VVS2,63.2,59,6.34,6.38,4.02,7528
22914,0.56,Ideal,E,SI1,62.7,57,5.27,5.23,3.29,1698
22915,1.32,Premium,H,VS1,,58,7.09,7.01,4.32,5958
22916,0.5,Ideal,E,SI2,61.4,57,5.09,5.14,3.14,1154
22917,1.06,Ideal,G,VVS1,61.6,57,6.55,6.53,4.03,8643
22918,1.05,Very Good,E,VS1,61.6,58,6.53,6.56,4.03,7521
22919,1.08,Premium,D,SI1,62.8,58,6.62,6.51,4.12,6623
22920,1.13,Ideal,H,SI1,61.3,57,6.72,6.7,4.11,4556
22921,1.01,Very Good,G,VS2,62.5,60,6.31,6.37,3.96,5519
22922,0.3,Premium,J,VS1,62.6,58,4.27,4.32,2.69,394
22923,2.02,Fair,I,SI2,64.5,60,7.94,7.82,5.08,12592
22924,0.31,Ideal,G,IF,61.9,56,4.33,4.35,2.68,871
22925,0.38,Ideal,F,VS2,61.9,55,4.68,4.64,2.89,969
22926,0.86,Very Good,J,SI2,63.2,61,6.05,5.97,3.79,1950
22927,1.06,Ideal,I,VS2,61.4,57,6.57,6.52,4.02,4405
22928,0.55,Ideal,G,VS2,61.6,55,5.31,5.25,3.25,1752
22929,1.02,Good,F,SI2,64.1,60,6.25,6.29,4.02,4179
22930,0.4,Premium,D,SI1,61.1,58,4.74,4.75,2.9,772
22931,1.01,Premium,F,VVS2,62.1,52,6.5,6.45,4.02,9013
22932,1.51,Very Good,G,VVS2,62.1,59,7.28,7.34,4.54,13337
22933,1.03,Premium,G,SI1,61.6,59,6.53,6.5,4.01,4900
22934,0.7,Very Good,D,SI1,59.4,63,5.78,5.76,3.43,2628
22935,0.41,Ideal,F,VVS1,62,55,4.74,4.78,2.95,1295
22936,0.42,Premium,G,VS2,60.6,59,4.85,4.78,2.92,1087
22937,0.32,Premium,E,VS2,61.2,59,4.4,4.43,2.7,702
22938,1.39,Ideal,H,VVS2,61.2,54,7.23,7.25,4.43,9298
22939,0.32,Ideal,H,IF,62.1,54,4.41,4.45,2.75,814
22940,0.33,Premium,E,VS1,61.5,59,4.46,4.42,2.73,1002
22941,0.31,Premium,I,VVS2,61.7,58,4.4,4.38,2.71,698
22942,0.32,Good,E,SI1,62.5,61,4.32,4.35,2.71,564
22943,0.52,Very Good,I,SI1,63.3,55,5.13,5.1,3.24,1073
22944,0.4,Very Good,E,SI1,62,61,4.67,4.71,2.91,687
22945,0.37,Good,E,VS1,62.8,65,4.51,4.54,2.84,889
22946,0.36,Ideal,G,SI1,61.1,55,4.58,4.62,2.81,571
22947,1.01,Good,E,VS1,63.8,60,6.25,6.23,3.98,7127
22948,0.3,Ideal,G,VVS2,62.2,54,4.33,4.29,2.68,819
22949,0.95,Premium,I,SI2,62.5,58,6.3,6.24,3.92,3237
22950,0.56,Premium,D,VS2,61.5,58,5.28,5.33,3.26,1910
22951,0.41,Ideal,D,SI1,62.2,57,4.7,4.76,2.94,791
22952,1.2,Very Good,F,VVS1,59.8,63,6.82,6.8,4.07,11913
22953,0.71,Very Good,E,SI1,62,55,5.72,5.76,3.56,2420
22954,0.3,Very Good,H,VVS2,63.1,60,4.28,4.24,2.69,776
22955,2.43,Premium,J,VS2,62.2,57,8.63,8.54,5.34,18692
22956,0.55,Ideal,G,VS2,62.2,54,5.27,5.28,3.28,1588
22957,0.26,Premium,H,VVS1,59.8,59,4.17,4.12,2.48,600
22958,0.42,Premium,D,VVS2,62.8,59,4.76,4.73,2.98,1241
22959,1.02,Premium,F,SI1,60.1,60,6.58,6.53,3.94,5686
22960,0.9,Good,H,SI2,60.4,61,6.14,6.22,3.73,3114
22961,1.51,Very Good,J,VVS2,62.9,58,7.21,7.33,4.57,8770
22962,0.32,Very Good,E,SI1,62.2,58,4.36,4.39,2.72,561
22963,1.22,Ideal,H,SI1,62.1,56,6.87,6.81,4.25,6388
22964,0.45,Premium,I,VVS1,63,56,4.9,4.88,3.08,1013
22965,0.54,Ideal,H,SI1,61,56,5.24,5.28,3.21,1154
22966,1.24,Premium,F,SI2,62.7,59,6.83,6.77,4.26,4907
22967,1.31,Very Good,G,VVS2,62.2,59,6.91,6.98,4.32,11108
22968,0.57,Ideal,F,SI1,62.2,56,5.33,5.31,3.31,1751
22969,1.68,Good,E,I1,64.3,60,7.48,7.44,4.8,5871
22970,1.63,Ideal,G,SI2,62.6,53,7.55,7.49,4.71,10680
22971,0.3,Very Good,E,VS2,62.9,58,4.22,4.27,2.67,658
22972,0.97,Ideal,F,I1,60.7,56,6.43,6.41,3.9,2856
22973,1.3,Ideal,G,VS1,62,55,7.02,6.98,4.34,10221
22974,1.21,Very Good,H,SI1,63.5,60,6.65,6.61,4.21,6566
22975,1.06,Very Good,F,VS2,61.5,58,6.53,6.57,4.03,7706
22976,0.9,Premium,F,SI2,61.4,58,6.13,6.19,3.78,3619
22977,0.71,Good,J,VS2,63.5,64,5.65,5.6,3.57,1644
22978,0.7,Premium,F,SI2,60.6,57,5.81,5.74,3.5,1806
22979,0.3,Ideal,D,SI1,61.4,55,4.29,4.34,2.65,552
22980,1.21,Premium,J,SI1,62.7,57,6.77,6.72,4.23,4391
22981,0.5,Ideal,D,VS1,61.6,57,5.09,5.13,3.15,1923
22982,0.9,Good,G,SI1,57.7,65,6.25,6.29,3.62,3669
22983,0.31,Ideal,G,VS1,61,55,4.39,4.43,2.69,625
22984,0.53,Very Good,J,VS2,62.4,58,5.15,5.24,3.24,1124
22985,0.32,Very Good,H,VS2,63.1,55,4.36,4.33,2.74,648
22986,0.5,Ideal,G,VVS2,62,56,5.09,5.13,3.17,1838
22987,0.3,Very Good,D,SI1,63.1,56,4.28,4.24,2.69,662
22988,1.04,Very Good,E,SI2,60.9,59,6.58,6.62,4.02,4486
22989,0.7,Very Good,D,SI2,63.7,58,5.56,5.62,3.56,2104
22990,0.43,Ideal,H,VVS2,62.3,55,4.82,4.85,3.01,943
22991,1.01,Fair,G,VS2,65.7,54,6.32,6.28,4.14,4072
22992,0.7,Very Good,E,VS2,61.4,57,5.7,5.73,3.51,2553
22993,1.51,Very Good,F,VS1,,63,7.34,7.43,4.4,14673
22994,0.3,Good,G,VS1,63.8,55,4.28,4.25,2.72,776
22995,0.34,Ideal,I,SI1,62.3,55,4.47,4.42,2.77,589
22996,0.34,Ideal,G,VVS2,62.6,54,4.44,4.47,2.79,775
22997,0.74,Premium,D,VS2,59.3,60,5.89,5.91,3.5,3353
22998,0.72,Ideal,E,SI1,59.8,57,5.86,5.91,3.52,2265
22999,0.55,Very Good,I,SI2,61.5,60,5.23,5.25,3.22,1087
23000,2.02,Very Good,H,SI1,59.3,60,8.14,8.21,4.85,18236
23001,1,Fair,H,VS1,64.1,60,6.3,6.22,4.01,4732
23002,0.26,Ideal,E,VS1,62.3,57,4.05,4.08,2.53,556
23003,1.01,Ideal,G,VVS2,60.9,56,6.51,6.55,3.98,8029
23004,0.58,Ideal,H,VVS1,62.1,53.6,5.35,5.38,3.34,1961
23005,1.04,Ideal,H,SI1,61.7,56,6.51,6.55,4.03,5469
23006,0.9,Good,G,SI2,63.3,59,6.07,6.12,3.86,3162
23007,0.32,Very Good,G,VVS1,61.2,59,4.41,4.45,2.71,876
23008,0.42,Ideal,G,SI1,61.6,56,4.81,4.84,2.97,896
23009,0.91,Very Good,I,SI2,62.8,61,6.15,6.18,3.87,2832
23010,0.32,Very Good,G,IF,62.1,53,4.4,4.45,2.75,918
23011,1.11,Ideal,F,VS2,61.9,55,6.62,6.66,4.11,7823
23012,0.51,Ideal,F,SI2,61.4,56,5.14,5.18,3.17,1286
23013,0.63,Ideal,G,VS2,61.9,58,5.48,5.51,3.4,2320
23014,0.54,Ideal,F,VS2,,56,5.27,5.29,3.2,1680
23015,0.41,Ideal,E,VVS2,61.7,56,4.77,4.8,2.95,1432
23016,0.71,Ideal,F,VS1,61.1,56,5.76,5.8,3.53,3701
23017,0.55,Very Good,J,VS2,61.7,54,5.29,5.34,3.28,1172
23018,0.38,Very Good,J,VS2,60.5,60,4.64,4.68,2.82,566
23019,1.75,Premium,F,VS2,61.4,58,7.76,7.72,4.75,17172
23020,1,Premium,E,SI2,58.5,61,6.52,6.48,3.8,4202
23021,0.56,Ideal,D,SI1,62.3,57,5.24,5.26,3.27,1578
23022,0.74,Ideal,G,VS2,61.3,55,5.82,5.89,3.59,2604
23023,0.36,Ideal,E,VS2,61.7,55,4.63,4.57,2.84,1013
23024,0.31,Very Good,F,SI2,63,58,4.34,4.36,2.74,408
23025,1.26,Premium,D,VVS2,60.5,58,6.99,7.03,4.24,14663
23026,0.58,Premium,G,VS1,61.5,58,5.35,5.41,3.31,1884
23027,1.02,Very Good,H,SI2,63.5,60,6.33,6.24,3.99,3998
23028,0.32,Premium,E,VS2,62.6,58,4.4,4.36,2.74,900
23029,1,Premium,H,SI1,59,60,6.52,6.56,3.86,4389
23030,2.28,Very Good,I,SI2,62.9,57,8.34,8.41,5.27,16041
23031,1.03,Premium,I,VS1,60.1,59,6.53,6.46,3.9,4199
23032,0.51,Premium,D,SI1,61.9,60,5.15,5.12,3.18,1642
23033,0.34,Ideal,G,VS2,61.4,55,4.51,4.54,2.78,616
23034,0.55,Premium,D,VS2,61.3,60,5.28,5.29,3.24,1928
23035,0.91,Good,I,SI2,57.9,60,6.46,6.39,3.72,3061
23036,0.91,Premium,G,SI1,62.2,59,6.19,6.15,3.84,3975
23037,0.34,Ideal,D,SI1,61.5,53,4.51,4.53,2.78,626
23038,0.91,Fair,D,VS2,65.1,63,6.02,6,3.91,4439
23039,0.31,Very Good,G,SI1,,55,4.31,4.34,2.7,462
23040,1.51,Premium,G,VS2,60.8,60,7.42,7.38,4.5,13157
23041,0.7,Ideal,D,SI1,62.5,56,5.67,5.73,3.56,2612
23042,0.57,Ideal,G,VS1,62.1,56,5.3,5.33,3.3,1851
23043,1.03,Ideal,G,VVS1,61.7,56,6.45,6.56,4,7708
23044,1.07,Ideal,I,SI1,61.5,57,6.57,6.59,4.05,5748
23045,0.44,Ideal,I,VS2,61.9,54,4.91,4.95,3.05,732
23046,1.07,Ideal,H,VVS2,61.3,57,6.6,6.62,4.05,7821
23047,1.03,Ideal,G,SI1,62.4,57,6.52,6.47,4.05,4764
23048,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,9521
23049,0.33,Ideal,I,SI1,62.7,56,4.44,4.4,2.77,572
23050,0.51,Ideal,D,VS2,61.6,56,5.15,5.17,3.18,1787
23051,0.72,Ideal,H,VS1,60.7,55,5.83,5.85,3.54,3274
23052,0.4,Ideal,E,VVS2,61.6,56,4.74,4.77,2.93,1145
23053,0.42,Premium,D,SI1,61.9,59,4.76,4.81,2.96,810
23054,1,Fair,F,SI1,68.7,55,6.06,5.88,4.11,3387
23055,1.19,Ideal,F,VVS1,,57,6.84,6.79,4.22,12776
23056,0.33,Premium,H,IF,62,58,4.39,4.42,2.73,868
23057,0.32,Very Good,G,VVS2,61.3,57,4.39,4.43,2.7,672
23058,0.31,Good,H,VS1,63.1,57,4.31,4.34,2.73,544
23059,1.51,Premium,J,SI1,58.4,60,7.58,7.53,4.41,7314
23060,1.21,Very Good,I,SI2,60,58,6.89,6.97,4.16,4929
23061,0.56,Premium,F,SI1,60.8,58,5.31,5.34,3.24,1436
23062,0.39,Very Good,H,VVS2,62.1,58,4.63,4.65,2.88,855
23063,0.9,Premium,H,VS2,62.3,58,6.18,6.09,3.82,3919
23064,1.51,Premium,H,I1,60.9,56,7.38,7.26,4.46,4404
23065,0.23,Very Good,E,VVS2,61.4,60,3.93,3.98,2.43,505
23066,2,Premium,J,VS1,62,62,8.02,7.91,4.94,11793
23067,0.43,Very Good,F,VS2,61.1,57,4.86,4.9,2.98,905
23068,0.32,Ideal,E,VS2,62.6,53,4.37,4.38,2.74,702
23069,0.43,Very Good,G,VS1,60.9,57,4.88,4.91,2.98,943
23070,0.3,Ideal,E,VS2,61,56,4.36,4.33,2.65,844
23071,0.4,Premium,D,VS1,60.9,58,4.81,4.78,2.92,1200
23072,0.38,Ideal,I,SI1,61.5,56,4.67,4.7,2.88,668
23073,2.08,Premium,I,SI2,60.8,61,8.24,8.21,5,14047
23074,0.49,Premium,E,VS1,58.1,62,5.2,5.13,3,1577
23075,0.33,Premium,I,VS2,60.6,58,4.47,4.44,2.7,594
23076,0.7,Fair,H,VS1,64.9,56,5.68,5.56,3.65,2152
23077,0.71,Ideal,E,SI2,59.3,56,5.89,5.84,3.48,2388
23078,0.31,Premium,H,VVS2,61.2,60,4.39,4.37,2.68,802
23079,0.31,Good,D,SI2,63.6,54,4.31,4.34,2.75,462
23080,0.3,Ideal,H,VVS1,61.9,57,4.3,4.33,2.67,665
23081,0.3,Good,H,VS1,63.2,59,4.31,4.27,2.71,512
23082,0.3,Ideal,D,VS1,62.2,56,4.31,4.27,2.67,835
23083,0.7,Good,I,SI1,64.3,57,5.63,5.59,3.61,2142
23084,0.59,Ideal,G,VVS2,62.6,57,5.33,5.37,3.35,2125
23085,0.62,Ideal,G,SI2,62.1,55,5.46,5.49,3.4,1327
23086,0.7,Very Good,G,SI1,62.2,58,5.63,5.66,3.51,2095
23087,0.56,Ideal,E,VVS2,61,56,5.32,5.36,3.26,2404
23088,0.33,Very Good,F,VVS1,60.1,56,4.53,4.56,2.73,841
23089,0.27,Very Good,G,VVS1,61,56,4.21,4.25,2.57,566
23090,0.31,Very Good,E,VS2,62.8,57,4.33,4.37,2.73,680
23091,0.39,Very Good,H,SI1,58.4,63,4.8,4.85,2.82,696
23092,0.5,Very Good,E,VS2,62.4,57,5.01,5.03,3.13,1568
23093,0.7,Ideal,E,SI2,60.5,56,5.8,5.77,3.5,2375
23094,1.01,Premium,G,SI2,59.1,59,6.55,6.51,3.86,4242
23095,1.68,Ideal,G,VS1,62,55,7.59,7.66,4.73,16985
23096,1.01,Ideal,G,SI1,63.1,53,6.36,6.42,4.03,5430
23097,0.31,Premium,I,SI1,60.1,59,4.41,4.38,2.64,537
23098,1.74,Premium,H,SI1,62.1,59,7.69,7.63,4.76,7932
23099,1.04,Premium,D,SI2,62.4,56,6.5,6.45,4.04,5292
23100,1.34,Premium,D,SI2,60.3,59,7.16,7.11,4.3,5756
23101,0.53,Ideal,H,SI1,62,54,5.17,5.22,3.22,1205
23102,1.01,Ideal,J,SI2,61.6,55,6.5,6.45,3.99,3801
23103,1.01,Very Good,H,VS2,62,59,6.45,6.48,4.01,5186
23104,0.36,Premium,E,SI2,62.4,58,4.56,4.54,2.84,605
23105,1.23,Ideal,I,SI2,62.1,56,6.88,6.84,4.26,5269
23106,1,Premium,F,VVS1,62.6,58,6.45,6.33,4,8736
23107,0.62,Very Good,F,VS2,59.8,58,5.55,5.59,3.33,2041
23108,1.03,Premium,E,VS1,62.8,58,6.46,6.41,4.04,8629
23109,1.01,Very Good,E,VVS2,62.8,56,6.34,6.39,4,9089
23110,0.7,Very Good,E,IF,63.4,58,5.64,5.59,3.56,3622
23111,0.3,Very Good,G,VS1,62.8,59,4.23,4.27,2.67,605
23112,0.41,Ideal,F,VVS2,62.6,55,4.76,4.73,2.97,1192
23113,0.46,Ideal,H,SI1,61.7,55,4.99,5.02,3.09,807
23114,0.5,Good,E,SI1,63.7,56,5.06,5.02,3.21,1415
23115,0.37,Ideal,E,VS1,61.4,55,4.62,4.66,2.85,1087
23116,0.33,Premium,H,VS2,62.4,58,4.39,4.42,2.75,521
23117,0.31,Ideal,G,IF,62.5,56,4.33,4.37,2.71,871
23118,0.77,Very Good,G,VS1,62.3,58,5.82,5.86,3.64,3240
23119,0.72,Premium,E,SI2,,58,5.74,5.68,3.59,2376
23120,1.1,Very Good,E,SI1,61.3,58,6.64,6.71,4.09,4791
23121,0.55,Ideal,G,VVS2,60.5,56,5.36,5.37,3.24,1948
23122,1.45,Very Good,F,VS2,62.6,58,7.12,7.2,4.48,11667
23123,2.28,Premium,H,SI1,59.3,58,8.6,8.56,5.09,13919
23124,1.01,Premium,G,VS2,62.5,60,6.37,6.31,3.96,5620
23125,0.41,Ideal,F,VS1,61.3,55,4.83,4.79,2.95,1076
23126,0.77,Ideal,F,VS2,61.2,57,5.93,5.97,3.64,3052
23127,0.5,Good,F,SI1,59.6,58,5.1,5.16,3.06,1214
23128,0.9,Very Good,H,SI2,59.6,59,6.38,6.24,3.76,3250
23129,0.44,Very Good,G,SI2,60.6,55,4.94,4.96,3,1016
23130,1.01,Premium,G,VS2,61.5,60,6.45,6.42,3.96,6108
23131,0.41,Good,D,VS2,63.8,55,4.7,4.73,3.01,873
23132,0.8,Ideal,E,SI1,61.9,55,5.94,5.98,3.69,4125
23133,0.73,Ideal,F,SI2,62.7,57,5.75,5.79,3.62,2276
23134,0.74,Premium,E,SI2,,58,5.77,5.73,3.6,2617
23135,0.31,Good,E,SI1,,57,4.29,4.31,2.74,544
23136,1.07,Premium,J,VS2,62.8,57,6.54,6.49,4.09,4224
23137,0.24,Very Good,E,VVS1,60.6,59,4,4.02,2.43,521
23138,0.31,Premium,E,VVS1,61.3,58,4.39,4.36,2.68,988
23139,1.01,Good,D,SI1,62.9,57,6.34,6.37,4,4977
23140,0.71,Very Good,F,SI2,59.2,60,5.85,5.91,3.48,2134
23141,0.44,Very Good,F,SI2,61.9,59,4.85,4.9,3.02,711
23142,1.78,Premium,J,SI2,62.6,58,7.78,7.72,4.85,8889
23143,0.7,Premium,E,VS1,62.6,59,5.69,5.66,3.55,2837
23144,1,Premium,J,VS1,62.8,57,6.39,6.35,4,4144
23145,0.91,Good,D,SI2,63.3,62,6.01,6.09,3.83,3660
23146,0.32,Very Good,G,VS1,62.1,55,4.41,4.44,2.75,645
23147,0.41,Very Good,G,VS2,61.4,57,4.76,4.81,2.94,800
23148,0.7,Very Good,G,VS1,62.5,58,5.63,5.69,3.54,2437
23149,2.02,Premium,I,VS2,,58,8.29,8.25,4.89,13068
23150,0.83,Premium,J,SI1,59.3,59,6.17,6.1,3.64,2022
23151,1.1,Very Good,G,VVS1,61.5,57,6.61,6.66,4.08,8020
23152,1.25,Premium,I,VS1,59.4,60,7.1,7.03,4.2,5331
23153,1.06,Premium,D,VS2,62.3,59,6.52,6.48,4.05,7679
23154,0.73,Ideal,E,SI2,61,57,5.81,5.87,3.56,2434
23155,0.7,Ideal,E,SI1,62.4,55,5.69,5.64,3.54,2407
23156,1.15,Premium,H,SI2,60.4,58,6.8,6.75,4.09,3220
23157,0.5,Very Good,F,VS2,60.6,58,5.07,5.12,3.09,1436
23158,0.42,Ideal,G,VVS2,62,56,4.79,4.83,2.98,798
23159,1.23,Premium,I,SI1,60.3,60,6.95,6.88,4.17,4133
23160,0.31,Ideal,G,VS2,61.4,57,4.45,4.35,2.7,698
23161,1.21,Very Good,G,VS2,62,58,6.73,6.82,4.2,7787
23162,0.33,Premium,G,VS1,62.4,59,4.41,4.47,2.77,666
23163,0.7,Good,F,SI1,63.7,58,5.62,5.65,3.59,2242
23164,0.71,Very Good,I,VS2,62.8,59,5.64,5.67,3.55,2185
23165,0.4,Ideal,G,VVS1,61.2,56,4.75,4.79,2.92,1123
23166,1.01,Ideal,G,VS2,62.1,58,6.38,6.43,3.98,6587
23167,0.41,Ideal,G,VS1,61.1,55,4.79,4.83,2.94,1121
23168,0.85,Ideal,E,SI1,61.8,54,6.1,6.14,3.78,3167
23169,1.18,Ideal,I,VS1,62.2,57,6.76,6.72,4.19,5551
23170,0.77,Premium,F,VS2,62.4,59,5.85,5.81,3.64,3018
23171,1,Premium,H,SI2,61.3,58,6.45,6.41,3.94,3920
23172,0.77,Ideal,D,SI2,61.5,55,5.9,5.93,3.64,2885
23173,0.91,Premium,H,VS1,61.8,54,6.32,6.27,3.89,4670
23174,0.37,Premium,F,VS2,61.2,58,4.63,4.69,2.85,746
23175,2.1,Ideal,H,SI2,63.1,55,8.17,8.13,5.14,18462
23176,1.53,Premium,G,SI1,58.4,59,7.62,7.55,4.43,9476
23177,1.07,Ideal,E,SI2,62.2,55,6.54,6.58,4.08,5325
23178,0.32,Ideal,E,VS1,61.8,55,4.4,4.43,2.73,758
23179,0.56,Ideal,D,VS2,60.6,56,5.37,5.33,3.24,2066
23180,0.3,Ideal,I,VS2,61.4,58,4.29,4.31,2.64,438
23181,0.73,Premium,I,VVS2,60.6,58,5.84,5.78,3.52,2519
23182,0.3,Ideal,F,IF,62.1,55,4.31,4.35,2.69,886
23183,0.53,Ideal,G,VVS2,61,56,5.21,5.25,3.19,1946
23184,1.51,Very Good,I,VS1,61.8,63,7.28,7.34,4.52,9467
23185,0.5,Premium,D,VS2,59.7,57,5.13,5.08,3.05,1819
23186,0.58,Fair,F,SI2,64.7,56,5.31,5.24,3.41,1088
23187,0.38,Premium,H,VS1,61.6,58,4.7,4.65,2.88,983
23188,0.4,Premium,E,VVS1,61.4,59,4.68,4.74,2.89,1333
23189,0.51,Ideal,G,VVS2,,57,5.18,5.13,3.17,1974
23190,0.74,Premium,G,VS2,60.2,60,5.84,5.82,3.51,2621
23191,0.49,Good,D,VS1,57.5,60,5.18,5.25,3,1738
23192,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,1447
23193,1.52,Ideal,G,VVS1,62.4,55,7.3,7.39,4.58,15959
23194,0.7,Premium,G,VS2,58.1,55,5.83,5.8,3.38,2657
23195,0.9,Very Good,E,IF,63.9,55,6.05,6.09,3.88,7747
23196,1,Ideal,G,SI2,62.8,57,6.37,6.31,3.98,4284
23197,1.29,Premium,I,SI2,61.1,62,7,6.94,4.26,4291
23198,0.52,Ideal,D,I1,61.1,57,5.18,5.2,3.17,971
23199,0.54,Very Good,D,VS1,63,54,5.19,5.23,3.28,2016
23200,1.2,Very Good,G,SI1,63.2,59,6.77,6.74,4.27,5665
23201,2.22,Fair,G,SI2,64.4,58,8.32,8.15,5.3,12508
23202,1,Very Good,I,VS2,63.2,58,6.43,6.32,4.03,3265
23203,1.17,Ideal,G,VS2,62.2,57,6.75,6.72,4.19,6321
23204,1.03,Ideal,G,VS1,,56,6.52,6.5,3.99,7648
23205,0.34,Ideal,G,VS2,61.9,55,4.53,4.49,2.79,765
23206,1.5,Premium,D,I1,62.4,60,7.37,7.19,4.54,3780
23207,0.5,Ideal,G,SI2,61.2,56,5.13,5.17,3.15,1011
23208,0.73,Ideal,E,VVS1,62,56,5.75,5.79,3.58,4830
23209,0.47,Fair,E,SI1,65.2,59,4.75,4.82,3.12,828
23210,0.51,Ideal,F,VS1,61.7,55,5.13,5.17,3.18,1728
23211,1.52,Premium,H,VS2,59.4,59,7.45,7.49,4.44,11105
23212,0.31,Ideal,D,SI2,61.3,56,4.36,4.41,2.69,462
23213,0.24,Good,F,VS1,58.3,61,4.09,4.14,2.4,373
23214,1.21,Premium,I,SI1,61.6,58,6.89,6.84,4.23,5353
23215,0.59,Premium,J,VS2,62.7,61,5.35,5.28,3.33,1055
23216,1.01,Very Good,H,SI1,61.8,60,6.38,6.44,3.96,4855
23217,0.51,Ideal,D,VS2,61.7,55,5.11,5.14,3.16,1787
23218,0.37,Good,D,SI1,63.7,55,4.59,4.55,2.91,874
23219,0.38,Ideal,F,VS2,61.9,55,4.69,4.63,2.89,969
23220,1.7,Ideal,I,VS1,63,55,7.75,7.54,4.76,12030
23221,1.02,Ideal,F,VS1,62,57,6.49,6.44,4.01,8637
23222,0.33,Premium,E,SI1,60.4,59,4.47,4.43,2.69,743
23223,0.73,Ideal,F,VVS2,61.7,54,5.82,5.76,3.57,3463
23224,1.02,Ideal,H,SI2,62.5,53,6.43,6.47,4.03,4918
23225,1.11,Premium,F,SI2,62.1,58,6.63,6.51,4.1,4283
23226,1.02,Ideal,E,SI1,60.7,57,6.55,6.51,3.97,5055
23227,0.5,Premium,H,VVS1,62.5,58,5.1,5.05,3.17,1838
23228,0.52,Ideal,E,SI1,61.6,55,5.19,5.16,3.19,1577
23229,0.7,Fair,H,I1,62.1,66,5.56,5.52,3.44,1138
23230,0.32,Ideal,I,VVS1,62.4,55,4.38,4.34,2.72,756
23231,1.02,Ideal,E,VS2,62.7,56,6.44,6.38,4.02,6854
23232,1.2,Ideal,D,VVS2,61.9,56,6.81,6.83,4.22,16130
23233,1.21,Premium,G,SI2,,58,6.9,6.96,4.18,5430
23234,1.2,Ideal,G,VS1,,56,6.82,6.77,4.23,8596
23235,0.59,Very Good,H,VVS1,63.7,56,5.35,5.38,3.42,1870
23236,2.06,Good,H,SI2,63.7,57,8.12,8.03,5.14,16512
23237,0.3,Ideal,F,VS1,61.9,56,4.3,4.32,2.67,612
23238,0.43,Premium,I,IF,61.2,58,4.88,4.83,2.97,1129
23239,2,Premium,H,SI1,58.2,60,8.34,8.26,4.83,18371
23240,0.42,Premium,E,VS1,62.2,59,4.76,4.79,2.97,1105
23241,0.36,Ideal,H,VS2,62,55,4.58,4.63,2.86,599
23242,1.23,Ideal,I,SI2,62.3,55,6.85,6.82,4.26,4773
23243,1.07,Premium,F,SI1,62.5,59,6.57,6.52,4.09,5436
23244,0.37,Ideal,F,VS1,61.1,56,4.64,4.65,2.84,846
23245,0.53,Ideal,D,IF,61.5,54,5.27,5.21,3.22,3517
23246,0.3,Ideal,D,VVS2,59.4,60,4.39,4.47,2.63,802
23247,1.12,Very Good,E,SI2,60.9,63,6.65,6.59,4.03,3864
23248,1.21,Very Good,G,SI2,59.6,60,6.92,6.94,4.13,5556
23249,1.62,Premium,F,SI1,63,58,7.47,7.43,4.69,13298
23250,1.01,Premium,G,VS2,60.2,59,6.55,6.48,3.92,5864
23251,0.35,Good,F,SI2,63.8,56,4.45,4.48,2.85,460
23252,1.93,Fair,F,VS1,58.9,62,8.17,7.97,4.75,17995
23253,1.01,Premium,G,VS2,62.9,58,6.39,6.3,3.99,6108
23254,0.31,Ideal,G,IF,62.6,53,4.36,4.39,2.74,891
23255,0.77,Fair,J,VS1,61.2,66,5.92,5.83,3.6,2005
23256,0.4,Premium,E,VS2,62.2,59,4.74,4.71,2.94,975
23257,0.33,Ideal,E,VVS2,61.2,57,4.47,4.45,2.73,1114
23258,2.04,Fair,I,SI2,66.6,56,7.8,7.77,5.19,9802
23259,0.32,Ideal,H,VS1,62.8,55,4.41,4.35,2.75,720
